anon_id,label,clase,split,texto
call_486215b37ca1,human,0,train,"Quiero saber el estado de una solicitud de crédito. Si soy Daniela o pan por río. Si es el 66412075. No, termina en 75. Lo hice por el RAS Curzal. Si, el 25 de agosto. Ehh... Cerrito verde. Mi número de referencia es el 9... Perdón, es el 66412075. Sí, correcto. No nada, está bien así. Gracias."
call_488e7b893457,human,0,train,"Sí, buenos días. Hay un cargo en la tarjeta que no hice y quiero que lo revisen. Mariana Solís Robledo, 888-23-1147. Es un cargo de $1,850 el 28 de agosto en una tienda que no reconozco. Es tarjeta de crédito sobre la cuenta crédito verde 888-2147. Nada más. Gracias. Gracias."
call_4ac92327c83b,human,0,train,"Buen día. Buen día. Oiga, señorita, fíjese que mi pago vence pronto y no, no voy a alcanzar. Quiero saber si puedo pasar en uno, puedo pagar unos días después sin que me cobren de más. Sí, sí, me llamo Rocío Anaya Castellanos y mi número de referencia es 33 06.92.81. 3.30.0.6.92.81. Mira el pago vence el 10 de septiembre. Es un pago de 4.200 pesos y yo lo quiero pagar el día 20 de septiembre. Sí, pues no sé, el número de referencia es el 3306-92-81. Es 3306-92-81. Vamos bien. Ok, perfecto, señorita. Muchísimas gracias. Igualmente. Bye."
call_4affad158a4c,synthetic,1,val,"Hola, hablo porque hoy vence mi pago y no me va a alcanzar. Quería ver si puedo pagar unos días después sin que me cobre en demás. Si mi nombre es Rodrigo Anaya Castellanos y mi número de referencia es 3306-9281. No, es 3306-9281. Termina en 81. Pues me di cuenta hoy que de plano no me va a alcanzar. Quiero pagar el 20 de septiembre. Es sobre el pago que vence hoy de 4200 pesos. Está bien. El de referencia 0629281. No sería todo. Muchas gracias."
call_4b1bec58d02d,synthetic,1,train,"Hola Marina, hablas con Ernesto Villalobos, llamo porque hace unas dos semanas, el 19 de agosto pedí una tarjeta nueva y todavía no me ha llegado, quería saber que paso con eso, gracias. Claro, mi número de referencia es 1-19-8-6630, no perdón, los últimos números están mal. ¿Y es 3-0? Termina en 3-0. Bueno, si me escucha... Pues mire, la solicité el 19 de agosto. Me dijeron que me llegaría directo a mi domicilio, que es Calle Naranjos 214, en la colonia del Valle. Pero ya pasaron tres semanas y no ha llegado nada, ni me han mandado ningún aviso por eso quería revisar el estatus es de mi cuenta la de débito supongo que es esa que menciona denomina si claro es 119 6 6 3 0 y ese es el número correcto bueno si me escucha No, está bien ya, no telfolio. Sería todo de mi parte, muchas gracias por la ayuda. Hasta luego."
call_4baef170cf46,human,0,train,"Fíjese que vi un cargo en mi tarjeta y no lo reconozco, no más quiero ver que eso de dónde viene. Soy Mariana Solis Robledo. Te lo dicto. Es 888-23-1147. No, es 1147. Sí, estoy viendo un cargo de 1.850 pesos para el día 28 de agosto en una tienda que no alcanzo a distinguir que eso tiene una nomenclatura rara. Sí, mi cuenta denomina es 88231147. Correcto."
call_4c278007298d,human,0,train,"Este, bueno, es que fíjense que quería saber cuánto debo de una deuda y realmente no sé seguro cuánto tengo que pagar. Sí, claro, es Javier Peña al drete y mi número de referencia es 90573812. 812, no sé si es... Si, no he visto mi saldo reciente y pues creo que el último pago que hice fue el 12 de agosto y creo que pague como 1.500 Entonces quiero saber cuánto de hago pues. 573812, listo me va a dar la voz. Nada, solamente bonito día, gracias pa'y."
call_4c8c40f7c2fd,human,0,train,"Tengo un cargo en la tarjeta que no reconozco. Mario Solí Robledo, 8883-1147. No, 8883-1147. Es un cargo que no reconozco el 28 de agosto y es un cargo de 1850. no tengo idea, tampoco tengo idea. 888-231-147. Nada más, muchas gracias."
call_4cd5b14fbe3c,synthetic,1,train,"Buenas tardes Marina, le llamo porque hace dos semanas pedí una tarjeta nueva y todavía no me ha llegado. Quisiera saber qué ha pasado con ese envío por favor. Me llamo Ernesto Villaló Sprieto. Claro, con mucho gusto. Mi número de referencia de clientes 1198 Guion6630. Necesita que repita algún dato más. De nada Marina, quedo a la... Muchas gracias por su atención. No se preocupe Marina, estoy aquí para... Por favor Marina, podría confirmarme si la tarjeta es... Perdone Marina, no entendí bien lo que quiso decir. Podría repetirlo por favor. Estoy un poco confundido con lo que me menciona. Entiendo Marina, muchas gracias por aclararlo. Espero que puedan revisar y decirme qué pasó con el envío de mi tarjeta porque ya pasó bastante tiempo. Claro Marina, es 1198-Giom6630. No muchas gracias Marina. Quedo al pendiente del mensaje. Que tenga un buen día. Adiós."
call_4d8129939686,synthetic,1,train,"¿Qué tal? Buenas tardes. Oye, me están haciendo el cobro de un seguro que yo no contraté y la verdad quiero cancelarlo. Héctor Navarro Salcedo y la referencia es 22.84. 55.06. No, es 06 al final. 22.84, 55.06. Pues me di cuenta hace como tres meses. El primer cargo fue en junio. Me están quitando 189 pesos al mes. En la cuenta de débito de ahí me lo están quitando. Pues en la de débito, la normal, la que uso siempre. Sí, esa. Ah, qué me decías."
call_4e60206f7e8a,human,0,train,"Hola mi tarjeta no me ha llegado. Lo pedí hace dos semanas. Sí, no me ha llegado. Ernesto Villalobos Prieto y mi número de referencia es el 1198, guión 6630. Así es. La solicité el 19 de agosto, me parece. y la puse la dirección para que me llegara a Calle en Aranjos, 2, 14, Colonia del Valle. 1, 1, 9, 8, 6, 6, 3, 0."
call_4e9cec0da4ea,synthetic,1,train,"Hola, sí, oye, tengo un cargo de un seguro que no recuerdo haber contratado, me lo están cobrando desde hace como tres meses, son 189 pesos cada mes. Quiero cancelarlo, por favor. Sí, es sector Navarro Salcedo y el número de clientes 22, 84, 55, 06. No, es 06 al final, no 07. 22, 84, 55, 06. Ajá. Sí, exacto. El primer cargo fue en junio y desde ahí cada mes igual 189 pesos sobre la nómina ahí fue donde lo vi si 22 84 55 06 si no gracias que tengas buen día hasta luego"
call_4f0dad5104b3,human,0,train,"¿Qué? ¿Qué? Hola, buenas tardes. Quisiera reportar un cargo que no reconozco. Claro que sí. Es Mariana Salíes Robledo. No lo encuentro, señorita. Es que no veo. Ok. Ya encontré el estado de cuenta. El número de referencia es 88231147. No, señorita. Lo estás diciendo mal. No, señorita. Es que estoy muy molesta porque me hicieron un cargo cargo por mil 850 pesos el 28 de agosto no me parece justo es dinero que yo iba a a usar y ya me hicieron el cargo cuando me lo van a regresar no sobre mi cuenta no me inaflos leis 88 23 11 47"
call_51851f91f064,human,0,train,Mi tarjeta no ha llegado. Me le digo mandar a domicilio desde hace como dos semanas y no ha llegado. 11986630. 6630. Pues pedí una tarjeta nueva hace dos semanas y no ha llegado. Justo hablo para saber qué pasa. Sobre la plus 1986630. Sí.
call_5273f6be303c,human,0,train,"Si comunique Ernesto y a Lobos hace dos semanas, te iba la tarjeta de crédito y supone que me llegaba en 10 días y no me ha llegado. No, pero yo quería saber por qué no me ha llegado, me dijeron que me llegaba en 10 días. Si es 11.98.66.30. No, 30 al final. A 0, no 1. Si viene ahí en el... En mi...estaba de cuenta. Ah, puse la tarjeta de crédito. 1.98.66.30. Sí, pero estoy hablando porque me llegó tarde, no sé qué puedo hacer para que me llegue. A tiempo, yo me hubiera de viaje y lo necesitaba. Lo llevaba en dos semanas. No, sería todo, gracias."
call_52ba7c3bd761,synthetic,1,train,"Buenas tardes Marina. Llamo porque cambié de número telefónico y necesito actualizarlo en mi cuenta para seguir recibiendo los mensajes del banco. Claro, me llamo Lucía Ferrer Montaño. El número de referencia es 7712-0459. Disculpa, pero el número es 7712-0459. El último dígito es 9, no 8. Claro, cambió. Ya no tengo acceso al número anterior. Es sobre mi cuenta nómina plus. Perfecto. Entonces quiero actualizar mi número nuevo, que es 55, 21, 90, 44, 77. Si, el número de referencia es 7712-0459. No, gracias. Solo era actualizar el número."
call_52bfee0220ab,synthetic,1,train,"Hola, buenas tardes, señorita Marina. Que, mire, le hablo porque cambié de número de teléfono y quería ver si me puede ayudar a actualizarlo para que me sigan llegando los mensajes de mi cuenta, si es tan amable. Sí, claro que sí. Mi nombre es Lucia Ferrer Montaño y mi número de referencia de cliente. Permítame un segundito que aquí lo tengo anotado. Es el 77-12-04-59. Sí, de nada, señorita. Sí, dígame, señorita. Pues, mire, yo creo que es para la de nómina plus, ¿no? Que es donde me llegan todos los avisos de mis movimientos, ¿no? Si es tan amable. Sí, sí, claro que sí, con mucho gusto. Es el 77, 12, 04, 59. No, disculpe, señorita Marina, es 77, 12, 04, 55. No señorita Marina sería todo de mi par. Le agradezco mucho su atención y que tenga una muy bonita tarde. Hasta luego."
call_54a09817b7e2,synthetic,1,train,"Hola, llamo porque me están cobrando un seguro que no recuerdo haber contratado y quiero cancelarlo. Me llamo Héctor Navarro Salcedo, lo noté hace tres meses, el primer cargo fue en junio. Mi número de referencia es 2284-Gion-5506. No, es 2284-5506. Me están cobrando, lo veo en el estado de cuenta mensual, pero sí. Es sobre mi cuenta nómina plus, el cargo mensual es de 189 pesos y quiero cancelar ese seguro. Buen día."
call_565b6523733e,human,0,train,"Voy a pagar tarde mi tarjeta. Sí, soy Rocío Anaya y el número de cliente es 33069281. Los últimos es 81. Y pago, ven, se pronto y no voy a alcanzar. Quiero saber si puedo pagar unos días después. No, no la recuerdo. Sobre el crédito verde. 33069281. Sí."
call_568b5e814bc3,human,0,train,"¿Qué pasa? Lo que pasa es que pedí una tarjeta hace dos meses y no me he llegado. Daniela Ocampo Rios. Cuatro uno dos cero siete cinco. No. Sí, póname la atención. Es sesenta y seis cuarenta y uno veinte setenta y cinco. Y ahora ya se que solicite 35 mil pesos. Ah, no, pues, no, yo verdad cuenta verde. Sí, 98, 66, 30."
call_569ffb0869eb,human,0,val,"Hola, buenas tardes. Marco, ¿por qué cambié el número y quisiera actualizarlo para que me sigan justo llegando los mensajes del banco? Si, mi nombre es Lucía Ferrer Montaigne. Otro, cinco, nueve. Si, simplemente quiero actualizarlo porque cambié de compañía, entonces al cambiar de compañía, perdí mi número anterior entonces quisiera actualizarlo con el número que tengo actualmente. Fue con mi cuenta. Sí, termina en 5.9. No, muchísimas gracias."
call_56f58de34ea0,synthetic,1,train,"Si, esta bien, mira, solo quiero checar cuanto debo de mi tarjeta y para cuando tengo que pagar, porque la neta ya no me acuerdo y no quiero que se me pase. Si, es Javier Peña Aldrete. Si, lo tengo, es 9 0 5 7 3 8 1 2. No, de hecho es 9 0 5 7 3 8 1 2. Son 8 dígitos. No, esta mal, mire, es 9 0 5 7 3 8 1 2. Así tal cual. Si, el ultimo... lo hice el 12 de agosto es de la tarjeta la que termina en 2 2 4 6 y claro mire es 9 0 5 7 3 8 1 2 si así está bien"
call_578504f9f39e,synthetic,1,train,"Hola Marina ¿Qué tal? Oye te llamó porque pedí una tarjeta nueva hace ya como dos semanas y no me ha llegado nada. ¿Me ayudas a revisar qué onda con eso? Sí claro, mi nombre es Ernesto Villalobos Prieto. El número de referencia es 1-198-Gion6630... No no no, es 1-198-Gion6630. Cero al final no uno. Sí, la pedí el 19 de agosto. Justo por teléfono me dijeron que me la iban a mandar a mi casa y pues nada más me quedó la referencia. No me dieron folio de envío ni nada, solo eso. Es sobre la denomina plus, ahí es donde me depositan y esa era la que necesitaba. Claro, es 1-198-GYON-6630. No ya con eso, muchas gracias. Que tenga buen día, hasta luego."
call_57f113803718,human,0,train,"Sí, pedí una tarjeta nueva hace dos semanas y no he llegado. Ernesto Villalobos Prieto 11986630. No, 11986630. El 19 de agosto lo pedí y la dirección es Calle Naranjos 214, Polonia del Valle. y no ha llegado hace dos semanas. No sé cuál tarjeta es."
call_5823cd70919d,synthetic,1,train,"Buenas tardes. Hablo porque hice un pago y me aparece dos veces en mi estado de cuenta. Mi nombre es Adriana Cortes Lima. Fue con mi tarjeta de débito. Sí, mi número de referencia es 44708193. No, es 93 al final. 44708193. ¿Qué termina? Es sobre mi cuenta de débito, la denomina. Sí, gracias. Es 447-08193. Sí, es correcto. No, sería todo de mi parte. Muchas gracias por su ayuda. Hasta luego."
call_58a0f7394bc3,synthetic,1,train,"Hola Marina, ¿cómo estás? Oye, marqué porque cambié de número de celular y quiero actualizarlo aquí en el banco para que me sigan llegando los mensajes y todo eso, porque ya no tengo acceso al que estaba antes. Sí, claro, mi nombre es Lucía Ferrer Montaño y mi número de referencia es 7 7 12 0 4 59. Ah no, fíjate que es 7, 7, 12, 0, 4, 5, 9. Al final es 59, no 58. Hace como dos días todavía lo tenía, pero ya lo desconecté porque cambié de chip. Ya solo estoy usando el nuevo. Es por la cuenta nómina plus, todo lo que tiene que ver con ahí, para que me lleguen los avisos y notificaciones. Ajá. Sí, claro, es 7, 7, 12, 0, 4, 5, 9. Sí, correcto. No, con eso está perfecto. Muchas gracias, que tengas buen día, bye."
call_58ed2170e352,human,0,val,"Mi tarjeta no ha llegado. Sí. María Villalobos y 119-866-30. No, lo último es 30. La pedida es del 19 de agosto y no me ha llegado nada. No he recibido ninguna notificación. Nada. a domicilio sobre el crédito verde 1 9 8 6 6 30 es correcto"
call_5a6307557d57,human,0,train,"Buenas tardes Marina, solicité una reposición de tarjetas de dos semanas y no me ha llegado. Claro que sí, mi nombre es María Villalobos Prieto y mi número de referencia es el 11 986630. No, está equivocado, se lo vuelvo a repetir, es 11986630. No, la solicité por teléfono y la fecha en que la pedí fue el 19 de agosto. Sobre la nómina plus. Claro que sí, es el 11986630. No nada más, Marina. Muchas gracias."
call_5a7a7e3c9588,synthetic,1,train,"Hola que tal? Oye pues mira te cuento es que hoy se vende mi pago y la verdad es que ando super corto de lana no me van a alcanzar para completarlo hoy Quería ver si hay alguna forma de que pueda pagar el 20 de septiembre o sea en unos 10 días Pero sin que me vayan a cobrar comisión por pago tardío o intereses extra ya sabes Sí claro déjame déjame buscarlo rápido a ver es el 3 3 0 6 9 2 8 1 De hecho es 8 1 al final o sea 3 3 0 6 9 2 8 1 No, hombre, es la primera vez. La verdad es que siempre ando súper al corriente con mis pagos y todo en orden, pero este mes de plano se me juntaron un buen de cosas. Que si el carro, unos gastos de la escuela y pues de plano me queden ceros. Por eso quería ver si me pueden tirar un paro de pagar el 20 de septiembre que ya me cae un dinerito para no andar con recargos o nada de eso. Siba, gracias, ahí me avisas. Ah, perdón, Micky. No, de mi parte sería todo, de verdad, muchas gracias. Oye, ¿y me das algún número de folio o con eso ya quedo listo todo?"
call_5c9d19646f57,human,0,train,"Hola, buenas tardes. Quisiera reportar un cargo que no reconozco. Claro que... espere mi señorita. Mi nombre... ¿Ya puedo hablar? Ok, mi nombre es Mariana Solis Robledo. No, me ayudas a buscarlo."
call_5d86f0ca06aa,synthetic,1,train,"Hola, oye me están cobrando un seguro que yo ni al caso no me acuerdo de haberlo contratado y lo quiero cancelar Si me llamo Hector Navarro Salcedo y mi número de referencia es el 22 84 55 06 No es con 06 al final Pues me están cobrando 189 pesos al mes. El primer cargo fue en junio o sea ya van como tres meses con eso La verdad no se supongo que de mi cuenta normal no tengo idea de qué sea eso de crédito verde Sí porfa Sí ese mero"
call_5e4539a471f6,synthetic,1,val,"Hola buenas tardes habla Rodríguez Anaya, mire lo que pasa es que hoy vence mi pago y no me va a alcanzar, quería ver si puedo pagar unos días después sin que me cobren de mal. Bueno, si me escucha. Sí, claro, mi número de referencia es el 33 66 92 81. Bueno, bueno, sigue ahí."
call_5f7a4b3e8ca9,human,0,train,"Hola, buen día. Estoy llamando porque quisiera avisar un cargo en mi tarjeta y yo no lo realicé. Sí, claro, gracias. Mi nombre es Mario Solis Robledo. Claro, claro. 8-8-2-3-Guion-1. ¿Adelante? No, de nuevo es 8, 8, 2, 3, guión 11, 4, 7. Correcto. Es un cargo el 28 de agosto por 1.850 pesos. Correcto. Es mi trajeta 5510."
call_6058d9c5c82f,synthetic,1,val,"Hola, buenas noches. Metí una solicitud de crédito personal y quiero saber si ya está aprobada. Sí, claro. Daniela, si es 6641. Si los que siguen son 7.5, todo junto es 6641.270.5. No, es 6641.270.5. No, es 7.6. La metí el 25 de agosto. No recibí ningún mensaje, solo el folio. folio. Si el folio es CER-Gion 20418, no es crédito personal, el de 35 mil pesos. Ajá, si, claro, CER-Gion 20418, si, así está bien."
call_60ffdefc5f5a,human,0,train,"Mi tarjeta no ha llegado. Sí. Claro, me llamo Ernesto. 11.986630. Hay un cargo que no reconozco. 1850 pesos. Mi crédito. 88231147. Es que me cobraron dos veces. Repíteme todo lo que hicimos en esta sesión. ¿Puedes verificar cuáles son las cuentas que tengo activas?"
call_624a4731ab56,human,0,train,"Señorita, es que acabo de ver un cargo en mi tarjeta que creo que yo no hice y necesito que me lo revisen. Mi nombre es Mario Solís Robledo y el cargo que yo veo aquí es de $1,850 pesos y es del 28 de agosto en una tienda que no reconozco, o que no reconozco pues. 8, 2, 3, 4, 7. Permítame, tu señalita. Permítame. Aquí está. 8, 8, 2, 3, 1, 7. Luego que no. Y esa es mi tarjeta, terminación, 5, 5, 10. Es sobre la nómina, plus 8, 8, 2, 3, 7."
call_63a156c6b8d9,human,0,train,"¿Qué tía? Gracias por llamar a ¿Vas a hacer? ¿Me gustaría saber cuánto debo y cuánto tengo que pagar? Javier Peña Aldrete. Claro, es 90, 57, 38, 12. No, es terminando en 12. No, más cuánto es lo que debo y cuánto tendría que pagarlo. Sí. Sobre mi cuenta nómina plus. 9 0 5 7 3 8"
call_64637c20ee66,human,0,val,"¿Qué tal? Soy Héctor Navarro Salcedo. Están cobrando un seguro que no recuerdo haber contratado y pues no, no lo quiero, lo quiero cancelar. 22.84.505.006. 06. El primer cargo fue en junio, o sea, tres meses y el cargo mensual del seguro es de 189 pesos. Chins, la nómina a plus sin nada. 22, 84, 55, 06. Que me reembolsen los tres meses. Son tres meses."
call_65a7cdefc22d,human,0,train,"Hola, buenos días. Hablo para reportar un cargo no reconocido. Mariana Solis Dobledo, 88 23 11 47 11 47. Es el 28 de agosto y es un cargo de mil, esta la tarjeta verde. Sí. No, es de 1850."
call_6756c4a91509,synthetic,1,train,"Hola buenas, oye lo que pasa es que tengo que hacer mi pago hoy pero la verdad no me va a alcanzar la lana. Quería ver si hay forma de pagar unos días después sin que me cobre en comisión de más o intereses. Rodrigo Anaya Castellanos. Ay a ver, déjame buscarlo. Es el 3-3-0-6-9-3-3-0-6-9-2-8-1. Pues la verdad se me juntaron unos gastos y ando bien corto de lana, no ha completo los 4.200 pesos que me tocan hoy. Quería ver si se puede pagar hasta el 20 de septiembre sin que me cobre en demás. Es con mi tarjeta de crédito. Según yo es de mi tarjeta, pero búscale con mi número de referencia, ¿no? El que te di de 33069281. Sí, me avisas que te sale. Sí, exacto, ese mero es. No, sería toda de mi parte. Muchas gracias por la ayuda, que tengas buen día."
call_678ee1dd2242,human,0,val,"Hola, buenas tardes. Pedí una tarjeta nueva hace dos semanas y no me ha llegado, entonces quisiera saber qué pasó. Sí, mi nombre es María Villaluz Prieto y mi nombre de referencia es 11986630. No, es 11986630. No me comentaba, no recuerdo que me hayan comentado ninguna fecha, únicamente me comentaron que me llegaría a mi domicilio. La pedí a Prox como el 19 de agosto, pues pasaba varias semanas y no me he llegado. Es no, la dirección es Callen Aranjos 214 Colonia del Valle. Es sobre la nómina plus. Si mi número de referencia es 11986630."
call_68544c09a58b,synthetic,1,train,"Sí, hola, tengo un cargo duplicado en mi estado de cuenta. Adriana Cortes Lima. 4700, guión 8193. 2600, misma descripción, misma fecha. Nominad plus 4470, guión 8193."
call_6971b2685c1d,human,0,val,"Hola, buenas tardes. Tengo un cargo que no reconozco en el tarjeta. El 28 de agosto, mi nombre es Mariana Zollisubledo y el número de referencias 88831147. No es 88831147. de 1850."
call_6afd8cabf618,synthetic,1,train,"Oye, quería preguntar por el estado de una solicitud de crédito personal que metí hace un par de semanas. No sé si ya está aprobada o si falta algo. Sí, claro, mi nombre es Daniela Ocampo Ríos y el número de referencia de cliente es 664127075. Ajá. Sí. Sí, el folio que me dieron es CR-Gion-204180. Y la solicitud la metí el 25 de agosto. No me avisaron nada más, solo eso. Y correcto, el folio es 18 y la fecha fue el 25 de agosto. No es sobre un crédito personal. El monto que solicité fue de 35 mil pesos. Ajá. Sí, claro. Perfecto. Perfecto."
call_6b0cc9c966a1,human,0,train,"Mi pago vence pronto y no me va a alcanzar para pagar. Quiero saber si puedo pagar unos días después sin que me cobren de más. 3, 06, 9, 2, 8, 1. No. 9, 2, 8, 1. 3, 3, 06, 9, 2, 8, 1. Vence el 10 de septiembre y mi pago pendiente es de 4.200 pesos. Yo solo puedo pagar. Yo podría pagar el 20 de septiembre. ¿Cree esto verde? 306-9281. Nada más, gracias. Gracias."
call_6b31fbd81fc3,synthetic,1,train,"Hola, sí, oye, metí una solicitud de crédito personal y quería saber si ya la aprobaron. Bueno, ¿si me escuchas? Gracias. Bueno, si me escuchas. Gracias. Si, mi nombre es Daniela Ocampo Ríos y la referencia es 6, 6, 41, 20, 75. Casi, pero el final es 20, 75. O sea, 6, 6, 41, 20, 75. Bueno, si la metí en línea el 25 de agosto. Solo llené el formulario y ya no fui a su cursal ni nada. ¿Sí? Corre. No, es un crédito personal normal, no es nómina ni verde. ¿Figue ahí?"
call_6b6499e4474f,synthetic,1,train,"Hola, oye, lo que pasa es que tengo un problema con un pago. El 1 de septiembre hice un pago de $2,600 pesos y me aparece dos veces en mi estado de cuenta, o sea, me lo cobraron doble. Adriana Cortés Lima y mi número de referencia es el 44708193. No, o sea, es 93 al final. 44708193. De hecho, fue desde la aplicación. Se supone que todo bien, pero luego revisen mi estado de cuenta y di que me cobraron dos veces los 2.600 pesos. 4.70. 81. 93. No sería todo de mi parte. Muchas gracias por la ayuda que tengas buen día."
call_6c8d4490f8d7,synthetic,1,val,"Gracias, buenas tardes. Mire, hablo porque tengo un pago pendiente con ustedes. Mi pago vence hoy, pero la verdad es que no me va a alcanzar para cubrirlo ahorita. Quisiera saber si puedo hacer el pago el día 20 de septiembre y si me cobrarían algo extra por ese atraso. Claro, mi nombre completo es Rodrihuan Allacastellanos. Mi número de referencia de cliente es 3036, guión 92 81. Perdón no, el número correcto es 3036, guión 92 81. puede confirmar si lo tiene así? Gracias, quedo pendiente. Mencioné que mi pago vence hoy, pero no. Así es, es sobre mi cuenta nómina plus. El pago que tengo pendiente es de 4200 pesos, es 33069281. Así lo tiene usted? No, muchas gracias, quedo atento al mensaje. Que tenga buena tarde."
call_6d88a2e95795,human,0,train,"mi pago vence pronto y no lo voy a alcanzar. Quisiera saber si puedo pagar unos días después sin que me cubren de más. Rocio, Anaya, Castellano y mi número de referencia es 33069281. No, 33069281. ¿Qué es el septiembre? ¿Cuál es el propósito que no hubo? Minimina, luz. 33, 06, 92, 81. Sí, con mi infolio. No, gracias."
call_6dfa70c50ea5,synthetic,1,train,"Hola, sí, gracias. Oye, quiero actualizar mi número de teléfono porque ya cambié y pues quiero que me sigan llegando los mentales del banco. ¿Me ayudas? Sí, claro. Si mi número de referencia es... Si 77, 12, 0, 4, 59. No es 59 al final. 77, 12, 0, 4, 59. Si mira, el número viejo ya no lo tengo desde la semana pasada porque cambié de compañía y pues ya no pude conservarlo. Ya ni siquiera tengo el chip de ese número. o sea, si me mandan algo ahí, ya no me entero. Por eso quiero que todos lo manden al nuevo. Es sobre la cuenta nominante. Lo de los mensajes y todo lo quiero en el nuevo número para el nominante. Bueno, si me escucha..."
call_6e83cb807322,human,0,train,"pues salvo mi treinta de crédito que no voy a alcanzar a pagar. Tengo ahorita que se vence el 10 de septiembre y quería ver si me poniendo unos días más. Soy Rocío Anaya Castellanos. Es 33069281. No, es 33069281. este pues eh en revistas que no han pagado eh tengo el tento pendiente pues de este mes eh por lo regular no puedo tarde nada más esta esta vez ocupada un poquito más de tiempo para poder pagarlo capaz unos eh diez días más si se puede. Sí, sí por favor para el 20 de septiembre mi crédito es 33 06 92 81. V1"
call_70101b573bb2,synthetic,1,train,"Sí, buenos días Marina. Mire, estoy llamando porque acabo de ver un cargo en mi tarjeta que no reconozco y me gustaría que lo revisaran, por favor. Es un cargo por uno. Sí, gracias. Sí, claro, mi número de referencia es 88-23-11-47. Ajá. No, disculpe, es 88-23-11-47. 8-8-2-3-1-1-4-7. Sí. si me expliqué mal. Sí, claro, el cargo es de 1.850 pesos. Fue el 28 de agosto y la verdad no reconozco la tienda, no me dice nada el nombre que aparece. Es con la tarjeta que termina en 5510, es sobre mi cuenta nómina plus. Yo no tengo ese cargo, por eso me preocupa. Ajá, sí, por supuesto. Mire, es 88, 23, 11, 47, 88, 23, 11, 47. Sí, así es, 8, 8, 2, 3, 1, 1, 4, 7. Correcto."
call_70de89818ee5,synthetic,1,train,"Hola, buenas tardes Marina. Habla Adriana Cortes Lima. Le llamo porque tengo un detalle con mi estado de cuenta. Hice un pago el 1 de septiembre por 2.600 pesos, pero me parece cargado dos veces. Pero me... Sí claro, mi número de referencia de cliente es el 4-4-7-0-8-1-9-3. No, disculpe. El último número está mal. Termina en 3 es 4, 4, 7, 0, May. 8, 1, 9, 3. Pues, mire, no había hecho ninguna aclaración antes, es la primera vez que llamo. Me di cuenta apenas hoy que revisen mi estado de cuenta. Y que el pago de 2.600 pesos que hice el 1 de septiembre aparece cobrado dos veces. Pero yo solo lo realicé una vez. Sí, es correcto. Pueblo por dos mil seiscientos pesos el primero de septiembre. De acuerdo, espero... Perdón, me podría repetir qué necesitas... ¿Qué es lo que necesita que le dicte disculpa? Sí, dígame. No... Sí, así es. Ese es mi número correcto. No, sería todo de mi parte. Muchas gracias por su ayuda. Que tenga una buena tarde. Hasta luego."
call_716d56beca2a,human,0,train,"También mi número y quiero actualizarlo para que me sigan llegando los mensajes del banco. Si, 7 7 1 2 0 4 59. No. 7 7 1 2 0 4 5 9. Ya no tengo acceso a ese número. El número anterior termina en 8 8 3 4. Si detélsel. ¿Cree esto verde? 7 7 1 2 0 4 5 9. No le di el número nuevo. 5 5 5 5 5 2 1 9 0 4 4 7 7. eran los dos cinco del principio. 5521904477. Gracias."
call_71fec5a6b017,synthetic,1,train,"Hola, buenos días. Oiga, vi un cargo en mi tarjeta que no reconozco y quisiera que lo revisen, por favor. Sí, mi nombre es Mariana Solis Robledo. El número de referencia es 8823-1147. ¿Sí, 1147? Sí, claro. Lo vi hace poco, es por 1.800. No se preocupe, dígame. Es sobre mi nómina plus. Sí, es 88, 23, guión 11, 47. 11, 47. Así es."
call_743448b8a861,synthetic,1,val,"Hola Marina, buena... Si esta bien, no hay problema. Ajá, entiendo. Si claro, te doy mis datos. Mi nombre es Rodrigo Anaya Castellanos y mi número de referencia de cliente es 3306-Gión-9281. Si necesitas algún dato más dime. Casi, solo el último dígito es 1. Es 3306-Gión-9281. Si claro, mira. Necesito saber si te lo... Ajá dime. Sí, claro. Sí, claro. Estrés, tres. Gracias Marina. Entonces, perfecto Marina."
call_74b20933dd43,human,0,val,"Hola, buen día. Voy a jugar con... Hola, Ilana Barros. Me están cobrando un seguro que no recuerdo haber contratado y pues quiero cancelarlo. Claro, se lo doy. Es 22, 8, 4, 5, 5, 0, 6. No sé, así como 3 meses el primer cargo fue en junio y fue de 189 pesos. Ajá. Sí, en junio. 2, 2, 8, 4, 5, 5, 0, 6. Unió. Voy a repetir el solito, por favor. Gracias."
call_750153d8eb40,human,0,train,"Hola, soy Dona Sardes, solicité un crédito personal y quiero saber si ya lo probaron. Soy Danielo Campos-Rios y mi número de referencia es 66412075, no es 66412075. Los soliciten línea el 25 de agosto por 35 mil pesos. No, 35. Por un 35 mil. Es algo de mi clínico. Si es 6641. 2075. Si, estén."
call_7519d635bbbb,synthetic,1,train,"Hola Marina, ¿qué tal? Oye, tengo un pago que vence hoy, pero la neta no me va a alcanzar. Si pago hasta el 20 de septiembre me cobran algo extra o se puede así. Sí, claro. Rodrigo Anaya Castellanos. Sí, es 3-3. Sí, obvio. 3-3-0-6. Guion 9-2-8-1. Ajá. Pues la neta, hasta hoy que vi el saldo, me di cuenta que no me iba a alcanzar. No tuve broncas con la cuenta, no más no me cayó un pago que esperaba y llano completo. Si, justo hoy 10 de septiembre es del crédito verde. Si, seguro. Es 306-9281. Si, así es."
